,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
30184,White,Long Messy,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
30185,White,Short Coil,Dark Brown,,Navy Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,,,,
30186,White,Buzz Cut,Light Brown,Stubble,Gray Jumpsuit,,White Canvas Sneaker with White Sole,,Tan Workers Cap,,,Black Smartphone
30187,White,Buzz Cut,Light Brown,,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,,,
30188,White,Short Coil,Blonde,Beard,Olive Oxford with Tie,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,,,,Black Leather Briefcase
30189,White,Buzz Cut,Black,,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,Stud Earring,
30190,White,Long Messy,Blonde,,Tan Blazer with Off-White Shirt and Tan Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,
30191,White,Straight Sideswept Fringe,Blonde,,Navy Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
30192,White,Updo Bun,Black,Thin,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,,Black Books,,Black Leather Briefcase
30193,White,Short Pixie,Dark Brown,,Tan Blazer with Off-White Shirt and No Tie,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
30194,White,Buzz Cut,Light Grey,,Navy Oxford with Buttons,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,,,
30195,White,Short Pixie,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Lunchbox
30196,White,Short Coil,Black,,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,Brown Leather Shoes with Laces,,,,,
30197,White,Low Ponytail,Light Grey,,Gray Oxford with Pocket,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,
30198,White,Low Ponytail,Black,,Light Gray Cardigan with Off-White Oxford Shirt,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
30199,White,Short Updo,Light Brown,,Navy Jumpsuit,,White Canvas Sneaker with White Sole,,,,,Black Smartphone
30200,White,Updo Bun,Auburn,Goatee,Olive Oxford with Pocket,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Lunchbox
30201,White,Short Pixie,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,Black Books,,Black Smartphone
30202,White,Updo Bun,Light Brown,,Khaki Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Lunchbox
30203,White,Short Pixie,Auburn,,Navy Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
30204,White,Short Afro Fade,Black,,Light Gray Cardigan with Tan Oxford Shirt,Blue Denim,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
30205,White,Straight Sideswept Fringe,Light Grey,Stubble,Navy Oxford with Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
30206,White,Short Updo,Black,,Olive Oxford with Tie and Pocket,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Light Blue Smartphone
30207,White,Short Afro Fade,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
30208,White,Updo Bun,Black,,Blue Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,Black Books,,Lunchbox
30209,White,Buzz Cut,Black,Thin,Blue Longsleeve,Khaki,White Leather Sneaker with Grey Sole,,Purple Workers Cap,Black Books,,Black Smartphone
30210,White,,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
30211,White,Buzz Cut,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,Tan Workers Cap,Black Books,,Black Smartphone
30212,White,Straight Sideswept Fringe,Blonde,,Khaki Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,
30213,White,,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,,Tan Workers Cap,,,
30214,White,Low Ponytail,Light Grey,,Navy Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,
30215,White,,Dark Brown,,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,,Navy Blue Workers Cap,,Stud Earring,
30216,White,Buzz Cut,Black,Thin,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Brown Leather Briefcase
30217,White,Short Pixie,Light Brown,Stubble,Gray Oxford with Buttons,Khaki,Brown Leather Shoes with Laces,,,Black Books,,Brown Leather Briefcase
30218,White,Short Afro Fade,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,Black Books,Stud Earring,
30219,White,,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,Navy Blue Workers Cap,Black Books,,Blue Lunchbox
30220,White,Low Ponytail,Blonde,,Khaki Oxford with Buttons,Khaki,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
30221,White,Medium Curly Bob,Light Brown,,Olive Oxford with Buttons,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
30222,White,Medium Curly Bob,Black,,Light Gray Longsleeve,Navy Slacks,Black Leather Shoes with Laces,,,Black Books,,Black Smartphone
30223,White,Short Afro Fade,Blonde,,Olive Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
30224,White,Short Pixie,Light Brown,,Khaki Oxford with Buttons,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,,,,
30225,White,Short Pixie,Dark Brown,,Khaki Oxford with Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Silver Aviators,,Brown Leather Briefcase
30226,White,Low Ponytail,Dark Brown,,Dark Gray Longsleeve,Khaki Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,Black Leather Briefcase
30227,White,,Black,Mustache,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,Black Books,,Lunchbox
30228,White,Updo Bun,Black,,Khaki Oxford with Buttons,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,Ring One Blue,,,,Black Leather Briefcase
30229,White,Short Coil,Dark Brown,,Olive Oxford with Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,
30230,White,Medium Curly Bob,Dark Brown,,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,,Rosegold Aviators,,Black Smartphone
30231,White,,Blonde,,Tan Blazer with Off-White Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,Brown Leather Briefcase
30232,White,Straight Sideswept Fringe,Light Brown,,Navy Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,
30233,White,Buzz Cut,Black,Thin,Dark Gray Longsleeve,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,,,
30234,White,Long Messy,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Blue Denim,Brown Leather Shoes with Laces,,,,,
30235,White,Straight Sideswept Fringe,Blonde,,Red Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,,Rosegold Aviators,,
30236,White,Short Coil,Black,,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,,,Rosegold Aviators,,Black Leather Briefcase
30237,White,Short Messy,Light Brown,,Blue Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,,,Black Books,Stud Earring,Black Smartphone
30238,White,Low Ponytail,Blonde,,Blue Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,
30239,White,Straight Sideswept Fringe,Light Brown,,Olve Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,Stud Earring,Black Smartphone
30240,White,Short Messy,Dark Brown,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Lunchbox
30241,White,Buzz Cut,Dark Brown,,Brown Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,,Navy Blue Workers Cap,,,
30242,White,,Auburn,Stubble,Gray Oxford with Buttons,Navy Slacks,Brown Leather Shoes with Laces,,,Black Books,,
30243,White,,Black,,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Black Smartphone
30244,White,Short Afro Fade,Auburn,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,Ring One Blue,,,,Black Smartphone
30245,White,Short Messy,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,Black Books,,Black Smartphone
30246,White,Short Updo,Light Grey,Stubble,Olive Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,Blue Lunchbox
30247,White,Medium Curly Bob,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,Black Smartphone
30248,White,Short Coil,Black,,Olive Oxford with Pocket,Khaki Slacks,White Canvas Sneaker with White Sole,,,,Stud Earring,Black Leather Briefcase
30249,White,Short Afro Fade,Dark Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,
30250,White,Buzz Cut,Dark Brown,,Navy Jumpsuit,,Black Leather Shoes with Laces,,,,,
30251,White,Buzz Cut,Light Grey,Thin,Khaki Oxford with Tie and Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,,Purple Workers Cap,,,Lunchbox
30252,White,Medium Curly Bob,Light Brown,,Olive Oxford with Buttons,Khaki Slacks,Black Leather Shoes with Laces,,,,,Lunchbox
30253,White,Buzz Cut,Blonde,Stubble,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,,Tan Workers Cap,,,
30254,White,Short Messy,Dark Brown,,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,
30255,White,Buzz Cut,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,Tan Workers Cap,,,
30256,White,Long Messy,Black,,Navy Oxford with Tie,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Leather Briefcase
30257,White,Long Messy,Light Grey,,Blue Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,Black Smartphone
30258,White,Buzz Cut,Light Grey,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
30259,White,Long Afro,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Blue Lunchbox
30260,White,Straight Sideswept Fringe,Auburn,,Olive Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Lunchbox
30261,White,Low Ponytail,Auburn,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,Two Rings,,Black Books,Stud Earring,Black Smartphone
30262,White,Short Coil,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
30263,White,Short Coil,Blonde,Stubble,Dark Gray Cardigan with Light Gray Oxford Shirt,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Brown Leather Briefcase
30264,White,Short Messy,Black,,Dark Gray Cardigan with Beige Longsleeve Shirt,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,
30265,White,Short Pixie,Black,Stubble,Navy Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
30266,White,Short Messy,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Rosegold Aviators,Stud Earring,
30267,White,Short Updo,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,Lunchbox
30268,White,,Light Grey,,Blue Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
30269,White,Short Messy,Light Grey,Thin,Navy Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,Lunchbox
30270,White,Straight Sideswept Fringe,Light Grey,,Gray Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
30271,White,,Black,,Gray Oxford with Buttons,Dark-Wash Denim,Black Leather Shoes with Laces,,,,,
30272,White,Low Ponytail,Black,,Navy Oxford with Tie and Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,
30273,White,Short Updo,Auburn,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,Black Smartphone
30274,White,Straight Sideswept Fringe,Dark Brown,Goatee,Khaki Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
30275,White,Short Coil,Light Brown,Stubble,Red Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,,,
30276,White,Short Coil,Dark Brown,Goatee,Navy Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
30277,White,,Black,,Khaki Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,,Tan Workers Cap,,,Light Blue Smartphone
30278,White,Updo Bun,Auburn,,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
30279,White,Buzz Cut,Light Grey,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki,Brown Leather Shoes with Laces,,,,,
30280,White,Long Afro,Black,Thin,Navy Oxford with Pocket,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,Brown Leather Briefcase
30281,White,Medium Curly Bob,Dark Brown,,Navy Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,Black Books,,Black Smartphone
30282,White,Medium Curly Bob,Black,,Blue Longsleeve,Light-Wash Denim,Brown Leather Shoes with Laces,,,Black Books,,Brown Leather Briefcase
30283,White,Short Updo,Black,,Navy Oxford with Pocket,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
30284,White,Updo Bun,Blonde,Stubble,Blue Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,,,Black Books,,Black Smartphone
30285,White,Short Pixie,Blonde,,Navy Oxford with Buttons,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,
30286,White,Buzz Cut,Black,,Olive Oxford with Buttons,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,Silver Aviators,Stud Earring,Lunchbox
30287,White,Short Messy,Dark Brown,Stubble,Blue Longsleeve,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
30288,White,Straight Sideswept Fringe,Black,,Olive Oxford with Pocket,Navy Slacks,Black Leather Shoes with Laces,Two Rings,,Silver Aviators,,
30289,White,Short Pixie,Dark Brown,,Navy Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,Brown Leather Briefcase
30290,White,Short Pixie,Black,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,Stud Earring,
30291,White,Short Pixie,Black,,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Black Leather Briefcase
30292,White,Short Updo,Dark Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Gray Slacks,Brown Leather Shoes with Laces,,,Black Books,,
30293,White,Short Afro Fade,Black,,Khaki Oxford with Buttons,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Black Leather Briefcase
30294,White,,Light Grey,,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Blue Lunchbox
30295,White,,Black,,Olive Oxford with Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Brown Leather Briefcase
30296,White,Short Afro Fade,Blonde,,Navy Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
30297,White,Short Messy,Blonde,,Olive Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,,,Black Books,Stud Earring,
30298,White,Short Messy,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
30299,White,Straight Sideswept Fringe,Light Brown,,Khaki Oxford with Pocket,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
30300,White,Buzz Cut,Light Brown,,Light Gray Longsleeve,Blue Denim,Black Leather Shoes with Laces,,,,Stud Earring,
30301,White,Short Messy,Black,,Olive Oxford with Tie and Pocket,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Black Smartphone
30302,White,Updo Bun,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
30303,White,,Light Brown,Thin,Olive Oxford with Buttons,Light-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,Navy Blue Workers Cap,,,Brown Leather Briefcase
30304,White,,Blonde,,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,Tan Workers Cap,,Stud Earring,Black Leather Briefcase
30305,White,Straight Sideswept Fringe,Black,,Khaki Oxford with Tie,Blue Denim,White Leather Sneaker with Grey Sole,Two Rings,,,,
30306,White,Straight Sideswept Fringe,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki,Brown Leather Shoes with Laces,Two Rings,,Black Books,,Black Leather Briefcase
30307,White,Low Ponytail,Dark Brown,,Red Longsleeve,Khaki Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
30308,White,Medium Curly Bob,Light Brown,Goatee,Khaki Jumpsuit,,White Leather Sneaker with Grey Sole,,,,,
30309,White,Short Afro Fade,Light Grey,,Dark Gray Longsleeve,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
30310,White,Short Coil,Dark Brown,Stubble,Olive Oxford with Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,Black Books,,
30311,White,Short Coil,Light Grey,,Light Gray Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,,,,Stud Earring,Black Leather Briefcase
30312,White,Low Ponytail,Dark Brown,,Olive Oxford with Tie,Khaki,White Canvas Sneaker with White Sole,,,,,Black Smartphone
30313,White,Short Coil,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
30314,White,Low Ponytail,Dark Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,,,
30315,White,Short Coil,Auburn,,Navy Oxford with Buttons,Light-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,Black Smartphone
30316,White,Long Straight Bangs,Light Brown,Stubble,Olive Oxford with Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Lunchbox
30317,White,Straight Sideswept Fringe,Auburn,Goatee,Dark Gray Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
30318,White,Straight Sideswept Fringe,Light Brown,,Denim Jumpsuit,,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
30319,White,Long Messy,Dark Brown,,Blue Longsleeve,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,Black Smartphone
