,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
20137,Can smell fear,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Red Leather Moto Jacket with Black Snakeskin Crew,Laughing at your mistakes,,Red Knee High Leather Boots,Your grandma beats you at arm-wrestling,7,10,14,4,10,2,1,1,Katana with Black Handle and Silver Blade,Silver Submachine Gun,,,,,Black Erl,,,Meditative,,Natural,Black,Long Messy,Light Rain,Green Cotton Leggings
20138,Excellent at reading people,Yes,Quiet confidence,Two left feet,None,People smile back at you,Green Snakeskin Crewneck Tunic,Laughing at your mistakes,Black Futurist with Black Lens,Red Snakeskin Combat Cuff Boot,Scrappy,6,10,8,3,10,5,1,1,Silver Submachine Gun,,,,,,,,,Scowl,,Natural,Light Grey,Long Straight Bangs,Light Rain,Black Cotton Wool Slacks with Buckles
20139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141,Can hear a bee's wings,Yes,Incredible moral fiber,A gelatinous blob,None,You're a bit of a charmer,Black Cotton Longsleeve Crew,Accepting the impermanence of things,,Black Patent Leather Knee High Boots,People get out of your way,7,11,10,1,11,7,1,1,Dark Wood Staff,Black Submachine Gun,,,,,Silver Erl,Leather Cuff,Thick Leather,Scowl,,Natural,Black,Short Curly Fade,Light Rain,Green Snakeskin Pants with Buckles
20142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20144,Can see over the horizon,Yes,Quiet confidence,Always picked first,None,You're a bit of a charmer,Red Cotton Longsleeve Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Red Patent Leather Knee High Boots,Can take a punch,7,10,13,8,10,3,1,1,,Katana with White Handle and Silver Blade,,,,,,,,,,Natural,Black,Buzz Cut,Light Rain,Black Leather Pants with Buckles
20145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151,Can see around corners,Yes,Steps forward as others flee,Sleep paralysis,None,Could sell ice to an eskimo,Green Leather Trench Coat with Black Cotton Oxford and Red Tie,The veil begins to lift,Black Neo with Black Lens,Patent Green Leather Combat Cuff Boot,You come in like a wrecking ball,9,6,11,2,13,11,1,1,,Silver Arm Pole,,,,,,,,Smirk,,Green,Black,Pulled Back Short,Heavy Rain,Green Cotton Wool Slacks with Buckles
20152,Your third eye is open,Yes,Quiet confidence,Running circles around enemies,None,Could sell ice to an eskimo,Black Wool Mandarin Trench Coat,Accepting the impermanence of things,Translucent Hex with Red Polarized Lens,Green Snakeskin Combat Cuff Boot,Can take a punch,9,11,15,7,10,3,1,1,,Katana with White Handle and Silver Blade,,,,,Black Eyebrow Ring,,,Smirk,,Pink,Black,Short Messy,Light Rain,Black Patent Leather Pants with Buckles
20153,Can see around corners,Yes,Unshakable resolve,Sleep paralysis,None,Could probably convince a small child,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,,Green Knee High Leather Boots,Can take a punch,3,11,11,2,12,3,1,1,,,Valknut,,,,Silver Nose and Lip Rings,,,Meditative,,Neon Red,Black,Short Updo,Light Rain,Black Cotton Wool Slacks with Buckles
20154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20157,Can see over the horizon,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Round Silver with Mirror Lens,Red Leather Neo Combat Boot,People get out of your way,3,12,13,4,12,7,1,1,,,,,,,,,Thick Leather,,,Natural,Light Brown,Short Curly Fade,Medium Rain,Green Cotton Wool Slacks with Buckles
20158,Can hear a heartbeat a mile away,Yes,True grit,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Futurist with Black Lens,,I wouldn't mess with you,7,11,12,2,9,6,1,1,Phone,Dark Wood Staff,,,,,"Gold Nose, Lip",,,,,Pink,Light Brown,Short Messy,Medium Rain,Black Cotton Martial Arts Pants
20159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160,You've got a bad feeling about this,Yes,Steps forward as others flee,Getting the hang of it,None,Could probably convince a small child,Black Patent Leather Mandarin Trench Coat,The center of your own private universe,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can put up a fight,3,4,9,5,13,4,1,1,,Katana with White Handle and Silver Blade,,,,,,,,,,Natural,Blonde,Long Messy,Heavy Rain,Black Cotton Leggings
20161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,You're a bit of a charmer,Black Cotton Tank,Accepting the impermanence of things,Black Neo with Black Lens,Green Leather Combat Cuff Boot,Can put up a fight,7,11,10,3,10,4,1,1,,Silver Staff,,,Valknut,Sierpiński Triangle,,,Studded Leather,,,White,Black,Short Updo,Light Rain,Green Cotton Wool Slacks with Buckles
20163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20166,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,Maintains status quo,Green Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Patent Leather Knee High Boots,Can take a punch,5,12,10,5,11,3,1,1,,,,,,,Black Earrings,,Thick Leather,Scowl,,Natural,Blonde,Short Coil,Light Rain,Green Snakeskin Leggings
20167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20168,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Black Snakeskin Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,,Patent Green Leather Combat Cuff Boot,Can take a punch,4,11,11,3,11,3,1,1,,,,,,,,,,Meditative,Stubble,White,Blonde,Short Afro Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
20169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,White Leather Trench Coat with Black Cotton Tank,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Knee High Leather Boots,People get out of your way,5,10,9,3,11,7,1,1,,,,,,,Silver Nose and Lip Rings,Leather Choker,,,,White,Black,Short Messy,Light Rain,Green Cotton Wool Slacks with Buckles
20171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20173,Can see around corners,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Green Patent Leather Longsleeve Crew,Laughing at your mistakes,Black Futurist with Black Lens,Green Leather Neo Combat Boot,Can put up a fight,8,10,11,3,10,4,1,1,,Katana with Black Handle and White Blade,,,,,,Leather Choker,Studded Leather,Scowl,,Natural,Light Brown,Faux Hawk,Light Rain,Black Leather Leggings
20174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20177,Excellent at reading people,Yes,True grit,Pretty light on your feet,None,You win without playing,Green Cotton Crewneck Tunic,Accepting the impermanence of things,Black Neo with Mirror Lens,Green Leather Neo Combat Boot,Eighteen-wheelers swerve to avoid your punch,14,11,8,6,9,14,1,1,Silver Staff,Katana with Black Handle and Silver Blade,,,,,,,,,Beard,Natural,Black,Low Ponytail,Medium Rain,Black Leather Pants with Buckles
20178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20179,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,You have walked the manifold path,,Black Leather Neo Combat Boot,Can take a punch,6,14,9,4,10,3,1,1,,,,,,,,,,Meditative,Mustache,Natural,Black,Medium Curly Bob,Heavy Rain,Red Cotton Wool Slacks with Buckles
20180,You've got a bad feeling about this,Yes,Surprising resilience,Always picked first,None,People follow you blindly,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Green Snakeskin Knee High Boots,Can punch holes in concrete walls,11,11,9,8,8,10,1,1,,Katana with White Handle and White Blade,,,,,,,,,,Yellow,Dark Brown,Bob with Fringes,Light Rain,Black Cotton Wool Slacks with Buckles
20181,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,People follow you blindly,Green Cotton Crewneck Tunic,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Scrappy,11,11,10,5,10,5,1,1,,Black Gun,,,,,,Leather Choker,,Smirk,,Pink,Black,Pulled Back Short,Medium Rain,Green Patent Leather Leggins
20182,Time slows for you,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Snakeskin Moto Jacket with Green Cotton Crew,Accepting the impermanence of things,Round Black with Black Lens,Red Leather Combat Cuff Boot,Can take a punch,5,11,16,4,10,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,Short Coil,Light Rain,Red Cotton Leggings
20183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20188,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,Natural born leader,Red Leather Mandarin Tunic,You know the sound of one hand clapping,Black and Gold Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,10,13,11,2,10,3,1,1,,Gold Arm Pole,,,,,,Leather Cuff,,Scowl,,Natural,Dark Brown,Faux Hawk,Light Rain,Red Cotton Wool Slacks with Buckles
20189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195,Can see around corners,Yes,True grit,Running circles around enemies,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Learning to regulate emotions,Round Black with Black Lens,Black Patent Leather Neo Combat Boot,The gym stops to watch you lift,5,9,11,7,9,8,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,Messy Updo Bun,Light Rain,Black Patent Leather Pants with Buckles
20196,Can hear a bee's wings,Yes,True grit,Two left feet,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Self-induced illusions fade,,Black Patent Leather Neo Combat Boot,Can take a punch,5,8,10,3,9,3,1,1,,Black Shotgun,,,,,,Leather Choker,,,,Natural,Black,Short Updo,Medium Rain,Black Cotton Wool Slacks with Buckles
20197,Can see around corners,Yes,True grit,Getting the hang of it,None,Glossophobia,Black Leather Tank,Laughing at your mistakes,,Red Patent Leather Knee High Boots,Paper hands,4,10,11,5,9,1,1,1,Black Shotgun,Phone,,,Intersecting Squares,Borromean Rings,,Leather Choker,,Smirk,,Natural,Dark Brown,Long Messy,Medium Rain,Black Cotton Leggings
20198,Excellent at reading people,Yes,Quiet confidence,Two left feet,None,Could sell ice to an eskimo,White Patent Leather Tank,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Patent White Leather Combat Cuff Boot,I wouldn't mess with you,9,13,8,3,10,6,1,1,,Katana with Black Handle and White Blade,,,Borromean Rings,Shaded Triangle,,,,,,Natural,Dark Brown,Medium Curly Bob,Light Rain,White Patent Leather Pants with Buckles
20199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206,You've got a bad feeling about this,Yes,Steps forward as others flee,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Tank,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Red Leather Neo Combat Boot,Scrappy,7,10,9,2,13,5,1,1,,Gold Short Sai,,,Triangle,Shaded Moon Patterns,"Black Nose, Lip",Leather Choker,,Smirk,,Natural,Blonde,Short Messy,Light Rain,Black Cotton Wool Slacks with Buckles
20207,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Red Cotton Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Green Black Patent Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,6,11,9,3,11,2,1,1,,Katana with Black Handle and White Blade,,Square,Valknut,Borromean Rings,"Silver Nose, Lip, Forehead",,Thick Leather,Scowl,,Natural,Dark Brown,,Light Rain,Black Patent Leather Leggins
20208,Your third eye is open,Yes,Quiet confidence,Can instantly copy any movement or pattern,None,People smile back at you,Green Leather Trench Coat with White Cotton Oxford and Black Tie,Learning to regulate emotions,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,6,9,15,11,10,3,1,1,,Black Gun,,,,,,,,,,Neon Red,Light Brown,Medium Curly Bob,Medium Rain,Red Leather Leggings
20209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210,Excellent at reading people,Yes,Steps forward as others flee,Two left feet,None,You're a bit of a charmer,Black Wool Mandarin Trench Coat,Accepting the impermanence of things,Black Neo with Mirror Lens,Patent Black Leather Combat Cuff Boot,The gym stops to watch you lift,7,11,8,3,13,8,1,1,,Phone,,,,,,,,,Stubble,Neon Red,Black,Long Straight Bangs,Heavy Rain,Black Leather Pants with Buckles
20211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20212,Can hear a heartbeat a mile away,Yes,Last one standing,Running circles around enemies,None,You're a bit of a charmer,Black Wool Mandarin Trench Coat,You have a childlike sense of wonder,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,7,7,12,7,14,2,1,1,Phone,,,,,,,,,,,Natural,Light Brown,Faux Hawk,Light Rain,Green Cotton Leggings
20213,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Could sell ice to an eskimo,White Cotton Longsleeve Crew,Learning to regulate emotions,,Black Leather Neo Combat Boot,Can put up a fight,9,9,10,3,10,4,1,1,,Katana with White Handle and Silver Blade,,,,,,,,Smirk,,Light Purple,Light Brown,Buzz Cut,Light Rain,Black Patent Leather Leggins
20214,You've got a bad feeling about this,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Patent Leather Crewneck Tunic,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,3,12,9,4,11,4,1,1,Katana with Black Handle and Silver Blade,Black Gun,,Valknut,,,,,,Scowl,Stubble,White,Dark Brown,Low Ponytail,Medium Rain,Green Patent Leather Leggins
20215,Can see around corners,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Green Snakeskin Longsleeve Crew,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Scrappy,10,9,11,4,13,5,1,1,,Phone,,,,,Black Earrings,,,,,Natural,Dark Brown,Short Messy,Heavy Rain,Black Cotton Wool Slacks with Buckles
20216,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Red Leather Moto Jacket with Black Leather Crew,Self-induced illusions fade,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,6,8,12,3,11,4,1,1,,,,Triforce,,,,,,Scowl,,Yellow,Light Brown,Long Straight Bangs,Heavy Rain,Black Cotton Wool Slacks with Buckles
20217,Can hear a bee's wings,Yes,Unshakable resolve,A gelatinous blob,None,Your significant other's mom loves you,Red Cotton Tunic with Buttons,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,12,10,1,12,2,1,1,,,,,,,,,,,,Natural,Black,Medium Curly Bob,Light Rain,Black Cotton Wool Slacks with Buckles
20218,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Red Patent Leather Longsleeve Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,8,11,10,3,10,3,1,1,Silver Short Sai,Black Short Sai,,,,,,,,,Stubble,Natural,Light Brown,Short Updo,Light Rain,White Patent Leather Pants with Buckles
20219,Can see around corners,Yes,Quiet confidence,A gelatinous blob,None,Glossophobia,Black Cotton Tank,Learning to regulate emotions,Black Wayfarer with Black Lens,Green Snakeskin Knee High Boots,Can put up a fight,4,9,11,1,10,4,1,1,,,,,Triangle,Intersecting Squares,Black Earrings,,,,Stubble,Natural,Black,Short Pixie,Light Rain,White Cotton Wool Slacks with Buckles
20220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20227,Can smell fear,Yes,True grit,Pretty light on your feet,None,Natural born leader,Black Leather Trench Coat with Black Cotton Tank,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Red Leather Combat Cuff Boot,Can take a punch,10,12,14,6,9,3,1,1,Katana with Black Handle and Silver Blade,Phone,,,,,Black Eyebrow Ring,Leather Cuff,,,,Natural,Dark Brown,Bob with Fringes,Light Rain,Black Cotton Wool Slacks with Buckles
20228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20229,Can see around corners,Yes,You fold like a lawn chair,Getting the hang of it,None,People follow you blindly,Green Leather Trench Coat with Black Cotton Oxford and Red Tie,Laughing at your mistakes,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Paper hands,11,10,11,5,2,1,1,1,,,,,,,,,,Smirk,,Natural,Blonde,Short Sideswept Fringe,Light Rain,Black Cotton Wool Slacks with Buckles
20230,Can hear a bee's wings,Yes,Begrudging participant,Sleep paralysis,None,Glossophobia,Black Patent Leather Mandarin Trench Coat,Self-induced illusions fade,Black Wayfarer with Black Lens,Green Patent Leather Knee High Boots,Can take a punch,4,8,10,2,6,3,1,1,Katana with White Handle and Silver Blade,Black Submachine Gun,,,,,,,,Scowl,,White,Light Grey,Low Ponytail,Light Rain,Black Cotton Wool Slacks with Buckles
20231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20232,Can hear a bee's wings,Yes,Surprising resilience,Sleep paralysis,None,Glossophobia,Charcoal Leather Longsleeve with Zipper,Learning to regulate emotions,Black Hex with Purple Polarized Lens,Black Snakeskin Combat Cuff Boot,Can put up a fight,4,9,10,2,8,4,1,1,Katana with Black Handle and Silver Blade,,,Equality Sign,,,,,,,,Natural,Black,Mohawk,Heavy Rain,Black Leather Pants with Buckles
20233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20234,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Green Cotton Crewneck Tunic,Learning to regulate emotions,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,3,9,12,4,11,3,1,1,,Phone,,,,,,,,,,Natural,Blonde,,Light Rain,Black Cotton Wool Slacks with Buckles
20235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20236,Can see around corners,Yes,Quiet confidence,Two left feet,None,You're a bit of a charmer,Green Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Can take a punch,7,9,11,3,10,3,1,1,Dark Wood Staff,,,Interlocking Circles,,,Black Erl,,,,,Pink,Black,Short Pixie,Medium Rain,Black Cotton Leggings
20237,Can hear a bee's wings,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Could win a presidency without a political background,Black Cotton Longsleeve Crew,Self-induced illusions fade,Black Futurist with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,15,8,10,4,12,3,1,1,,Phone,,,,,,,,,Thin,Pink,Dark Brown,Short Pixie,Heavy Rain,Green Cotton Martial Arts Pants
20238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Green Cotton Tank,Learning to regulate emotions,Black Hex with Purple Polarized Lens,Black Leather Combat Cuff Boot,Paper hands,5,9,10,4,10,1,1,1,,Black Arm Pole,,,Intersecting Squares,Valknut,Black Earrings,,,Smirk,,Pink,Dark Brown,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
